name,badge,discount,old_price,price,product_url,brand
SIUX FENIX GO 4,,43,174.99,99.95,https://www.padelnuestro.com/int/siux-fenix-go-4-109478-p,Siux
SIUX DIABLO GO 3,,47,189.00,99.95,https://www.padelnuestro.com/int/siux-diablo-go-3-109470-p,Siux
SIUX PEGASUS REVOLUTION 3K 2023,,45,320.00,174.95,https://www.padelnuestro.com/int/siux-pegasus-revolution-3k-2023-28747-p,Siux
SIUX BLACK CARBON REVOLUTION 3K,,30,299.00,209.95,https://www.padelnuestro.com/int/siux-black-carbon-revolution-3k-24395-p,Siux
SIUX TRILOGY II CONTROL 24K PATTY LLAGUNO 2023,,66,350.00,119.95,https://www.padelnuestro.com/int/siux-trilogy-ii-control-24k-patty-llaguno-2023-28753-p,Siux
SIUX FENIX PRO 5 2025,,22,324.95,251.95,https://www.padelnuestro.com/int/siux-fenix-pro-5-2025,Siux
SIUX DIABLO PRO 4 2025,,29,324.95,229.95,https://www.padelnuestro.com/int/siux-diablo-pro-4-2025,Siux
SIUX ELECTRA STUPA PRO ST4 2025,,29,324.95,229.95,https://www.padelnuestro.com/int/siux-electra-stupa-pro-st4-2025,Siux
SIUX VALKIRIA PRO 2025,,29,324.95,229.95,https://www.padelnuestro.com/int/siux-valkiria-pro-2025,Siux
SIUX TRILOGY PRO 5 2025,,29,324.95,229.95,https://www.padelnuestro.com/int/siux-trilogy-pro-5-2025,Siux
SIUX PEGASUS REVOLUTION 2,Exclusive,54,349.94,159.95,https://www.padelnuestro.com/int/siux-pegasus-revolution-2-109481-p,Siux
SIUX ELECTRA 4 FLOW,Exclusive,10,279.00,251.95,https://www.padelnuestro.com/int/siux-electra-4-flow,Siux
SIUX TRILOGY ELITE 5,,30,228.94,159.95,https://www.padelnuestro.com/int/siux-trilogy-elite-5,Siux
SIUX DIABLO ELITE 4 2025,,15,228.94,194.95,https://www.padelnuestro.com/int/siux-diablo-elite-4-2025,Siux
SIUX BLACK CARBON REVOLUTION 2 ORANGE,,39,229.95,139.95,https://www.padelnuestro.com/int/siux-black-carbon-revolution-2-24394-p,Siux
SIUX EVOQUE 3,,60,199.95,79.95,https://www.padelnuestro.com/int/28779-p,Siux
SIUX VIKING IV,,58,129.95,54.95,https://www.padelnuestro.com/int/siux-viking-iv-28784-p,Siux
SIUX GEA,,26,209.95,154.95,https://www.padelnuestro.com/int/siux-gea,Siux
SIUX BLACK CARBON REVOLUTION 2 RED,,57,325.95,139.95,https://www.padelnuestro.com/int/siux-black-carbon-revolution-2-racket-106184-p,Siux
SIUX ELECTRA ST1,,57,299.00,129.95,https://www.padelnuestro.com/int/siux-electra-st1-25186-p,Siux
SIUX DIABLO GO 4,,32,138.94,94.95,https://www.padelnuestro.com/int/siux-diablo-go-4,Siux
SIUX TRILOGY GO 4 WOMEN'S,,46,149.00,79.95,https://www.padelnuestro.com/int/siux-trilogy-go-4-women-s,Siux
SIUX TRILOGY GO 5,,32,138.94,94.95,https://www.padelnuestro.com/int/siux-trilogy-go-5,Siux
SIUX ELECTRA GO 4,,32,138.94,94.95,https://www.padelnuestro.com/int/siux-electra-go-4,Siux
SIUX INVICTA 2023,,64,219.95,79.95,https://www.padelnuestro.com/int/siux-invicta-2023-28777-p,Siux
SIUX TRILOGY GO 4,,43,175.00,99.95,https://www.padelnuestro.com/int/siux-trilogy-go-4-109484-p,Siux
SIUX FENIX ELITE 5,,21,228.94,179.95,https://www.padelnuestro.com/int/siux-fenix-elite-5,Siux
